run_id,parent_run_id,start_time,end_time,params.data_file_used,metrics.avg_BERTScore_both_over_all_models_AllTogetherStrategy,metrics.avg_BERTScore_both_over_all_models_ComparisonStrategy,metrics.avg_BERTScore_both_over_all_models_FewShotStrategy,metrics.avg_BERTScore_both_over_all_models_InstructionStrategy,metrics.avg_BERTScore_both_over_all_models_PersonaStrategy,metrics.avg_BERTScore_both_over_all_models_SelfCorrectStrategy,metrics.avg_BERTScore_both_over_all_models_ZeroShotStrategy,metrics.avg_BLEU_both_over_all_models_AllTogetherStrategy,metrics.avg_BLEU_both_over_all_models_ComparisonStrategy,metrics.avg_BLEU_both_over_all_models_FewShotStrategy,metrics.avg_BLEU_both_over_all_models_InstructionStrategy,metrics.avg_BLEU_both_over_all_models_PersonaStrategy,metrics.avg_BLEU_both_over_all_models_SelfCorrectStrategy,metrics.avg_BLEU_both_over_all_models_ZeroShotStrategy,metrics.avg_ROUGE1_both_over_all_models_AllTogetherStrategy,metrics.avg_ROUGE1_both_over_all_models_ComparisonStrategy,metrics.avg_ROUGE1_both_over_all_models_FewShotStrategy,metrics.avg_ROUGE1_both_over_all_models_InstructionStrategy,metrics.avg_ROUGE1_both_over_all_models_PersonaStrategy,metrics.avg_ROUGE1_both_over_all_models_SelfCorrectStrategy,metrics.avg_ROUGE1_both_over_all_models_ZeroShotStrategy,metrics.avg_ROUGE2_both_over_all_models_AllTogetherStrategy,metrics.avg_ROUGE2_both_over_all_models_ComparisonStrategy,metrics.avg_ROUGE2_both_over_all_models_FewShotStrategy,metrics.avg_ROUGE2_both_over_all_models_InstructionStrategy,metrics.avg_ROUGE2_both_over_all_models_PersonaStrategy,metrics.avg_ROUGE2_both_over_all_models_SelfCorrectStrategy,metrics.avg_ROUGE2_both_over_all_models_ZeroShotStrategy,metrics.avg_ROUGEL_both_over_all_models_AllTogetherStrategy,metrics.avg_ROUGEL_both_over_all_models_ComparisonStrategy,metrics.avg_ROUGEL_both_over_all_models_FewShotStrategy,metrics.avg_ROUGEL_both_over_all_models_InstructionStrategy,metrics.avg_ROUGEL_both_over_all_models_PersonaStrategy,metrics.avg_ROUGEL_both_over_all_models_SelfCorrectStrategy,metrics.avg_ROUGEL_both_over_all_models_ZeroShotStrategy,params.model_name,metrics.BERTScore_both_model_avg,metrics.BERTScore_de2eng_model_avg,metrics.BERTScore_eng2de_model_avg,metrics.BLEU_both_model_avg,metrics.BLEU_de2eng_model_avg,metrics.BLEU_eng2de_model_avg,metrics.ROUGE1_both_model_avg,metrics.ROUGE1_de2eng_model_avg,metrics.ROUGE1_eng2de_model_avg,metrics.ROUGE2_both_model_avg,metrics.ROUGE2_de2eng_model_avg,metrics.ROUGE2_eng2de_model_avg,metrics.ROUGEL_both_model_avg,metrics.ROUGEL_de2eng_model_avg,metrics.ROUGEL_eng2de_model_avg,params.complexity_0,params.complexity_1,params.complexity_2,params.complexity_3,params.complexity_4,params.model,params.strategy,metrics.BERTScore_both_avg,metrics.BERTScore_de2eng_avg,metrics.BERTScore_de2eng_easy,metrics.BERTScore_de2eng_news_gen,metrics.BERTScore_de2eng_news_spec,metrics.BERTScore_de2eng_pop_science,metrics.BERTScore_de2eng_science,metrics.BERTScore_eng2de_avg,metrics.BERTScore_eng2de_easy,metrics.BERTScore_eng2de_news_gen,metrics.BERTScore_eng2de_news_spec,metrics.BERTScore_eng2de_pop_science,metrics.BERTScore_eng2de_science,metrics.BLEU_both_avg,metrics.BLEU_de2eng_avg,metrics.BLEU_de2eng_easy,metrics.BLEU_de2eng_news_gen,metrics.BLEU_de2eng_news_spec,metrics.BLEU_de2eng_pop_science,metrics.BLEU_de2eng_science,metrics.BLEU_eng2de_avg,metrics.BLEU_eng2de_easy,metrics.BLEU_eng2de_news_gen,metrics.BLEU_eng2de_news_spec,metrics.BLEU_eng2de_pop_science,metrics.BLEU_eng2de_science,metrics.ROUGE1_both_avg,metrics.ROUGE1_de2eng_avg,metrics.ROUGE1_de2eng_easy,metrics.ROUGE1_de2eng_news_gen,metrics.ROUGE1_de2eng_news_spec,metrics.ROUGE1_de2eng_pop_science,metrics.ROUGE1_de2eng_science,metrics.ROUGE1_eng2de_avg,metrics.ROUGE1_eng2de_easy,metrics.ROUGE1_eng2de_news_gen,metrics.ROUGE1_eng2de_news_spec,metrics.ROUGE1_eng2de_pop_science,metrics.ROUGE1_eng2de_science,metrics.ROUGE2_both_avg,metrics.ROUGE2_de2eng_avg,metrics.ROUGE2_de2eng_easy,metrics.ROUGE2_de2eng_news_gen,metrics.ROUGE2_de2eng_news_spec,metrics.ROUGE2_de2eng_pop_science,metrics.ROUGE2_de2eng_science,metrics.ROUGE2_eng2de_avg,metrics.ROUGE2_eng2de_easy,metrics.ROUGE2_eng2de_news_gen,metrics.ROUGE2_eng2de_news_spec,metrics.ROUGE2_eng2de_pop_science,metrics.ROUGE2_eng2de_science,metrics.ROUGEL_both_avg,metrics.ROUGEL_de2eng_avg,metrics.ROUGEL_de2eng_easy,metrics.ROUGEL_de2eng_news_gen,metrics.ROUGEL_de2eng_news_spec,metrics.ROUGEL_de2eng_pop_science,metrics.ROUGEL_de2eng_science,metrics.ROUGEL_eng2de_avg,metrics.ROUGEL_eng2de_easy,metrics.ROUGEL_eng2de_news_gen,metrics.ROUGEL_eng2de_news_spec,metrics.ROUGEL_eng2de_pop_science,metrics.ROUGEL_eng2de_science
419b52fbcc094e1988be22d64825e44d,,1738363599913,1738403592492,./data/machine_translation,0.5459372773766518,0.6133835464715958,0.5125522971153259,0.53571333065629,0.6404393434524536,0.6039217777550221,0.5537713661789894,0.059800983185063605,0.047284945176757916,0.017257249805879338,0.07034385926424108,0.08472365373952777,0.03405048880602221,0.07904145672065829,0.18313490048605302,0.16060962201082618,0.087811604967349,0.2190407646028246,0.25820398006016837,0.1874609239474571,0.23134225686457538,0.1060378002323881,0.08409325997916026,0.03691568541523146,0.12510977783672347,0.1484848108929963,0.07584434469916886,0.13740788266955478,0.15608119490688888,0.13448380490566797,0.0708599250979749,0.1855709833648082,0.2196537506900326,0.13270714189344787,0.1981956234735684,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fb4a33581b9b49bea019cf2e2d5bf865,419b52fbcc094e1988be22d64825e44d,1738371133680,1738403586854,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,aya-23-35b-iq2-xxs,0.6169154069253376,0.6386982773031508,0.5951325365475246,0.027072041495911428,0.042562121282807765,0.01158196170901509,0.11985331410567766,0.1599838446188951,0.07972278359246027,0.053853240050280145,0.08131636195142566,0.026390118149134622,0.10134544599350968,0.13891433680037718,0.06377655518664217,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6b581fb8c5f9405db300c86c67ef9d7c,fb4a33581b9b49bea019cf2e2d5bf865,1738396797629,1738403586801,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,easy,news_gen,news_spec,pop_science,science,aya-23-35b-iq2-xxs,ComparisonStrategy,0.6005893826484681,0.5948861360549926,0.4548678994178772,0.7292355895042419,0.54415363073349,0.5444161295890808,0.7017574310302734,0.6062926292419434,0.5046223402023315,0.5768348574638367,0.6251388788223267,0.6130279302597046,0.7118391394615173,0.002555027776303484,0.0029019060634760197,0.0,0.0,0.0027589388908242016,0.0,0.011750591426555898,0.002208149489130948,0.0,0.005034460682273033,0.0024398400170870718,0.0029822418284597267,0.000584204917834906,0.06058046354327815,0.06209796623788118,0.0,0.06818181818181818,0.11940298507462685,0.0,0.12290502793296088,0.05906296084867513,0.0,0.08163265306122448,0.055944055944055944,0.0625,0.09523809523809523,0.01006678087383645,0.01821048482459598,0.0,0.023255813953488372,0.0,0.0,0.06779661016949153,0.0019230769230769232,0.0,0.0,0.0,0.0,0.009615384615384616,0.05663488531198564,0.06209796623788118,0.0,0.06818181818181818,0.11940298507462685,0.0,0.12290502793296088,0.051171804386090106,0.0,0.061224489795918366,0.055944055944055944,0.0625,0.0761904761904762
9c6f1d843b5b4c579459d1e56436d52a,fb4a33581b9b49bea019cf2e2d5bf865,1738394137352,1738396797613,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,easy,news_gen,news_spec,pop_science,science,aya-23-35b-iq2-xxs,AllTogetherStrategy,0.642125952243805,0.6737330555915833,0.7759690284729004,0.5706949234008789,0.7077186703681946,0.6029013991355896,0.7113812565803528,0.6105188488960266,0.5515698194503784,0.567520022392273,0.697547197341919,0.537030816078186,0.6989263892173767,0.024133557618517522,0.03907170999938857,0.1760508472328482,0.0,0.0021509885253677024,0.0017124123007864892,0.015444301937940483,0.009195405237646476,0.0010653783738775082,0.0,0.015823453840948323,0.001408916634332772,0.027679277339073775,0.1166812755284115,0.1486516587721658,0.4839857651245552,0.028846153846153848,0.06329113924050633,0.026431718061674006,0.1407035175879397,0.0847108922846572,0.014134275618374558,0.008130081300813009,0.19999999999999996,0.06106870229007634,0.14022140221402213,0.06013445456156389,0.07720692596555248,0.31541218637992835,0.009708737864077669,0.0,0.0,0.06091370558375635,0.0430619831575753,0.0,0.0,0.163265306122449,0.0,0.05204460966542752,0.0971260303361965,0.12702811241748144,0.398576512455516,0.028846153846153848,0.05063291139240506,0.026431718061674006,0.13065326633165827,0.06722394825491156,0.014134275618374558,0.008130081300813009,0.18,0.03053435114503817,0.10332103321033209
aaa64853a0c440c0a0a1d6cc100a7c59,fb4a33581b9b49bea019cf2e2d5bf865,1738387338262,1738394137333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,easy,news_gen,news_spec,pop_science,science,aya-23-35b-iq2-xxs,SelfCorrectStrategy,0.562652713060379,0.5523548543453216,0.42655661702156067,0.5703368782997131,0.6113379597663879,0.5709423422813416,0.582600474357605,0.5729505717754364,0.6392236948013306,0.5346429347991943,0.4860900938510895,0.6112297177314758,0.5935664176940918,0.009521213535676528,0.001512643879730986,0.0012178710510826881,0.0,0.0,0.006345348347572242,0.0,0.017529783191622073,0.004536096677411759,0.002532852851560384,0.0,0.0016196660044770497,0.07896030042466116,0.07792001164983006,0.05620290810726292,0.02768166089965398,0.028846153846153848,0.022598870056497175,0.08284023668639053,0.11904761904761904,0.0996371151923972,0.21167883211678834,0.03773584905660377,0.022222222222222223,0.02654867256637168,0.2,0.013458384598407157,0.0059369571536538575,0.0,0.009708737864077669,0.0,0.011976047904191616,0.008000000000000002,0.020979812043160455,0.022058823529411763,0.0,0.0,0.0,0.08284023668639053,0.05155145137877187,0.04035806918550092,0.02768166089965398,0.028846153846153848,0.022598870056497175,0.05917159763313609,0.06349206349206349,0.06274483357204283,0.09489051094890509,0.03773584905660377,0.022222222222222223,0.017699115044247787,0.14117647058823526
903a9bec30c64a2fa6169a726acdc403,fb4a33581b9b49bea019cf2e2d5bf865,1738381939124,1738387338245,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,easy,news_gen,news_spec,pop_science,science,aya-23-35b-iq2-xxs,FewShotStrategy,0.5946179687976837,0.6393759965896606,0.7165045142173767,0.5828983783721924,0.5666069984436035,0.620155394077301,0.7107146978378296,0.5498599410057068,0.4622904062271118,0.4655466079711914,0.5870659947395325,0.5511484742164612,0.6832482218742371,0.021657525551214748,0.03715871346753815,0.15385397506940668,0.0,0.0,0.0017525736540852175,0.03018701861419886,0.0061563376348913465,0.0009049914479823735,0.0,0.0011557446869495554,0.0011101201831296998,0.027610831856395103,0.08610858786799198,0.11916985222196046,0.3959731543624161,0.017467248908296942,0.01702127659574468,0.04149377593360996,0.12389380530973454,0.05304732351402349,0.007042253521126761,0.018518518518518517,0.041379310344827586,0.014388489208633094,0.1839080459770115,0.039080864218529424,0.06426211453744494,0.25000000000000006,0.00881057268722467,0.0,0.0,0.0625,0.013899613899613899,0.0,0.0,0.0,0.0,0.0694980694980695,0.07423664276028977,0.10768649840502346,0.35570469798657717,0.017467248908296942,0.01702127659574468,0.03319502074688797,0.11504424778761062,0.04078678711555606,0.007042253521126761,0.018518518518518517,0.041379310344827586,0.014388489208633094,0.12260536398467434
e12d9e5bb53d429a8f04883aa9f53315,fb4a33581b9b49bea019cf2e2d5bf865,1738376844927,1738381939106,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,easy,news_gen,news_spec,pop_science,science,aya-23-35b-iq2-xxs,PersonaStrategy,0.6295340299606323,0.6617146968841553,0.6330289840698242,0.6402290463447571,0.6244164705276489,0.7543917298316956,0.6565072536468506,0.5973533630371094,0.521167516708374,0.601103663444519,0.619035005569458,0.6497880220413208,0.595672607421875,0.030698831540739168,0.06005010381104799,0.02877032128058629,0.09526935007923276,0.0017898582800483117,0.17283734714288385,0.0015836422724887682,0.0013475592704303393,0.0011013551588850035,0.0011651695044990595,0.0008408057952442759,0.0023822584657482958,0.0012482074277750622,0.13029061761100738,0.22405028722620995,0.23972602739726026,0.2619047619047619,0.047808764940239036,0.4738955823293173,0.09691629955947136,0.03653094799580479,0.0202020202020202,0.034042553191489355,0.04713804713804713,0.04270462633451957,0.03856749311294766,0.05613511242495371,0.1097284998526378,0.05517241379310345,0.168,0.0,0.3076923076923077,0.017777777777777774,0.0025417249972696314,0.0,0.0,0.0,0.007168458781362008,0.00554016620498615,0.11510973734387467,0.20000947367934252,0.1780821917808219,0.2619047619047619,0.047808764940239036,0.4417670682730923,0.07048458149779735,0.03021000100840681,0.013468013468013467,0.034042553191489355,0.0404040404040404,0.03558718861209965,0.02754820936639119
9fb48f4ce7a343d99d883d2c6b630a21,fb4a33581b9b49bea019cf2e2d5bf865,1738373969186,1738376844909,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,easy,news_gen,news_spec,pop_science,science,aya-23-35b-iq2-xxs,InstructionStrategy,0.653881099820137,0.6952749729156494,0.7529916167259216,0.6969561576843262,0.5835559368133545,0.7031974792480469,0.7396736741065979,0.6124872267246246,0.49035730957984924,0.6026254296302795,0.615877091884613,0.6157896518707275,0.7377866506576538,0.05432788648511601,0.10032196789837448,0.18923341010910744,0.11887656173304416,0.0016165406497309623,0.06355264789703755,0.1283306791029524,0.00833380507185753,0.0011065626570608462,0.0011333567178973313,0.001414139410734909,0.0013014108199963566,0.036713555753598213,0.1993754235093789,0.32099952927812214,0.4668989547038328,0.32835820895522383,0.04395604395604395,0.36734693877551017,0.3984375,0.07775131774063562,0.019933554817275746,0.03137254901960784,0.048,0.024390243902439025,0.26506024096385544,0.10659097971641449,0.18893953519040474,0.343859649122807,0.22110552763819094,0.0,0.19863013698630136,0.18110236220472442,0.024242424242424242,0.0,0.0,0.0,0.0,0.12121212121212122,0.17519252396434765,0.28549830066508974,0.4250871080139373,0.3184079601990049,0.04395604395604395,0.3197278911564626,0.32031250000000006,0.06488674726360552,0.019933554817275746,0.03137254901960784,0.04,0.016260162601626015,0.21686746987951805
590ccc288a4f42a793245e6d62f1274f,fb4a33581b9b49bea019cf2e2d5bf865,1738371133742,1738373969175,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,easy,news_gen,news_spec,pop_science,science,aya-23-35b-iq2-xxs,ZeroShotStrategy,0.6350067019462585,0.6535482287406922,0.7563951015472412,0.5437899827957153,0.5889661312103271,0.6557871103286743,0.7228028178215027,0.616465175151825,0.5079166293144226,0.6217073202133179,0.5751835703849792,0.554047703742981,0.8234706521034241,0.04661024796381254,0.05691780386009816,0.24055605623951093,0.002989232719814957,0.0017021270484712397,0.004599828662791159,0.0347417746299025,0.03630269206752691,0.0,0.001140043632803296,0.000990704125944719,0.0016423995487132295,0.1777403130301733,0.1680168190298458,0.18871471048866317,0.563265306122449,0.023255813953488372,0.04149377593360996,0.1265822784810127,0.1889763779527559,0.14731892757102844,0.0,0.01680672268907563,0.02941176470588235,0.044117647058823525,0.6462585034013606,0.09150610395825591,0.1049300161356899,0.4197530864197532,0.0,0.0,0.025531914893617023,0.07936507936507936,0.0780821917808219,0.0,0.0,0.0,0.0,0.39041095890410954,0.13956685085910164,0.14972193701232095,0.4979591836734695,0.023255813953488372,0.024896265560165977,0.08438818565400845,0.11811023622047243,0.12941176470588234,0.0,0.01680672268907563,0.02941176470588235,0.029411764705882353,0.5714285714285714
2305c41a063446d5b71f0890e36ca2d7,419b52fbcc094e1988be22d64825e44d,1738368444898,1738371133213,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,llama-3.2-3b-q8-0,0.7057819826262338,0.7161532350948878,0.6954107301575797,0.09243535551796936,0.12958185678822162,0.05528885424771708,0.2874749175049184,0.32830748595307274,0.24664234905676408,0.15794704475228605,0.20140178086795474,0.1144923086366174,0.23688236837846793,0.2794349262409235,0.19432981051601242,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
b895914467e14fd3851792bff3491477,2305c41a063446d5b71f0890e36ca2d7,1738370467520,1738371133178,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,easy,news_gen,news_spec,pop_science,science,llama-3.2-3b-q8-0,ComparisonStrategy,0.6896853029727936,0.7026100516319275,0.7370697855949402,0.6709937453269958,0.6330269575119019,0.8224780559539795,0.6494817137718201,0.6767605543136597,0.7211350202560425,0.6286124587059021,0.7335490584373474,0.611285924911499,0.6892203092575073,0.06691908715739363,0.13072543949938026,0.2229469425326505,0.08622697920311434,0.0,0.33108884599176125,0.013364429769375099,0.003112734815407004,0.0022694444399645602,0.0,0.009812135441548268,0.0024966981211134065,0.0009853960744087844,0.24485506294180565,0.3364769887323079,0.4714285714285714,0.31313131313131315,0.0,0.648936170212766,0.24888888888888885,0.15323313715130332,0.043795620437956206,0.034682080924855495,0.3870967741935484,0.043165467625899276,0.2574257425742574,0.1299040501150926,0.21523941074691413,0.3453237410071942,0.17346938775510204,0.0,0.49462365591397844,0.06278026905829596,0.044568689483271015,0.0,0.011695906432748537,0.13114754098360656,0.0,0.08,0.18945640025645555,0.29011574713702376,0.42857142857142855,0.29292929292929293,0.0,0.5957446808510639,0.13333333333333333,0.08879705337588735,0.043795620437956206,0.023121387283236993,0.20967741935483872,0.02877697841726619,0.13861386138613863
194ced6df31c406b8200652ad487a60d,2305c41a063446d5b71f0890e36ca2d7,1738370176957,1738370467512,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,easy,news_gen,news_spec,pop_science,science,llama-3.2-3b-q8-0,AllTogetherStrategy,0.7262850761413574,0.7278240323066711,0.9270710945129395,0.600041389465332,0.6965177655220032,0.7259460091590881,0.6895439028739929,0.7247461199760437,0.6755366325378418,0.7047296166419983,0.6858755946159363,0.8818619847297668,0.6757267713546753,0.11736644133422713,0.16493900540330794,0.5833736520007763,0.0038993909742785072,0.0,0.17012572949008276,0.06729625455140224,0.06979387726514633,0.0994925500679742,0.009305300972823245,0.001061395648377448,0.18376234872498412,0.05534779091157263,0.3178352487734727,0.34132522100684337,0.8048780487804877,0.12931034482758622,0.05217391304347826,0.46494464944649444,0.2553191489361702,0.29434527654010206,0.3875968992248063,0.19178082191780818,0.058823529411764705,0.6706586826347305,0.16286644951140064,0.18209933310921061,0.22477933169695818,0.6296296296296297,0.017391304347826084,0.0,0.3048327137546469,0.17204301075268816,0.13941933452146302,0.203125,0.04608294930875576,0.0,0.37575757575757573,0.07213114754098361,0.2670880930317582,0.2996794141758764,0.7439024390243902,0.07758620689655173,0.043478260869565216,0.42066420664206644,0.21276595744680854,0.23449677188763998,0.34108527131782945,0.136986301369863,0.058823529411764705,0.5508982035928144,0.08469055374592833
ae083e0657824ca1bfab3f4e2b0b3910,2305c41a063446d5b71f0890e36ca2d7,1738369582953,1738370176949,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,easy,news_gen,news_spec,pop_science,science,llama-3.2-3b-q8-0,SelfCorrectStrategy,0.6890757620334625,0.6785231590270996,0.7502116560935974,0.6391677856445312,0.637944757938385,0.7329828143119812,0.6323087811470032,0.6996283650398254,0.6753609776496887,0.669978678226471,0.6674064993858337,0.7511823177337646,0.7342133522033691,0.0714849681909638,0.06226399242085001,0.17941424886069743,0.006052644874870281,0.0046100110924814156,0.1194766945277482,0.0017663627484527883,0.08070594396107758,0.07487901250148184,0.0035139062877621394,0.0638757080987489,0.07266502606898113,0.18859606684841387,0.32716806383604197,0.27900649465246846,0.47457627118644063,0.15151515151515152,0.2684563758389262,0.4513618677042801,0.04912280701754386,0.3753296330196155,0.42794759825327505,0.1592920353982301,0.3891050583657587,0.4055299539170507,0.49477351916376305,0.15707902221015282,0.13036113055395515,0.31399317406143346,0.015384615384615385,0.03378378378378378,0.2745098039215686,0.014134275618374558,0.1837969138663505,0.19383259911894274,0.03571428571428571,0.203921568627451,0.17674418604651163,0.3087719298245614,0.25725190558270394,0.217925692678182,0.41355932203389834,0.10606060606060606,0.15436241610738255,0.37354085603112835,0.042105263157894736,0.29657811848722593,0.3668122270742358,0.13274336283185842,0.31906614785992216,0.29493087557603687,0.3693379790940766
